id,recipe,category,prep_time_in_minutes,prep_time_note,cook_time_in_minutes,cook_time_note,difficulty,serving,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,ingredient_1,ingredient_2,ingredient_3,ingredient_4,ingredient_5,ingredient_6,ingredient_7,ingredient_8,ingredient_9,ingredient_10,directions_step_1,directions_step_2,directions_step_3,directions_step_4,directions_step_5,directions_step_6,directions_step_7,directions_step_8,directions_step_9,directions_step_10,image,image_attribution_name,image_attribution_url,image_creative_commons,chef,source_url,calories,fat_in_grams,carbohydrates_in_grams,protein_in_grams
431,Balanced Alkaline Veggie Cubes,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,,0.5,3.0,3.0,1.0,0.75,,,,,Alkaline water as needed,"cup parsley leaves, chopped","cups packed collard green leaves, chopped","cups packed kale, chopped","large cucumber, peeled and cut","cup fresh lime, squeezed",,,,,dd the listed ingredients to your blender/food processor and blend until  smooth,Serve chilled and enjoy!,,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Balanced_Alkaline_Veggie_Cubes-Balanced_Alkaline_Veggie_Cubes.jpg,,,True,,,20,0.2,5.0,11.0
437,Fine Liquid Sunrise,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,4.0,1.0,1.0,1.0,1.75,,,,,cup ice,tablespoons protein powder,"cup of frozen mango, sliced",cup of frozen strawberries,cup baby spinach,cup unsweetened coconut milk drink,,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Fine_Liquid_Sunrise-Fine_Liquid_Sunrise.jpg,,,True,,,196,2.0,10.0,13.0
438,Watercress Detox Delight,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,0.5,0.5,,,,,,,,"key lime, juiced","Avocado, peeled and pitted",cup watercress,,,,,,,,Add the listed ingredients to your blender/food processor and blend until  smooth,Serve chilled and enjoy!,,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Watercress_Detox_Delight-Watercress_Detox_Delight.jpg,,,True,,,150,10.0,8.0,7.0
442,Bright Rainbow Health,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,0.25,1.0,1.0,1.0,1.0,,,,,tablespoon hemp seeds,cup pomegranate arils,cup plain Low-Fat Greek Yogurt,cup frozen tropical fruit mix,cup of frozen strawberries,cup unsweetened vanilla almond milk,,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Bright_Rainbow_Health-Bright_Rainbow_Health.jpg,,,True,,,438,11.0,9.0,7.0
443,Great Nutty Lion,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,1.0,4.0,0.75,1.0,1.0,2.0,,,,tablespoon almond butter,tablespoon chia seeds,ice cubes,cup plain low-fat Greek yogurt,cup baby spinach,cup unsweetened almond milk,fresh bananas,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Great_Nutty_Lion-Great_Nutty_Lion.jpg,,,True,,,250,10.0,14.0,8.0
445,Muscular Macho Green,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,2.0,1.0,0.75,1.0,1.0,1.0,1.0,,,,teaspoons matcha powder,tablespoon chia seeds,cup plain coconut yogurt,fresh banana,cup baby spinach,cup of frozen mango,cup unsweetened coconut milk,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Muscular_Macho_Green-Muscular_Macho_Green.jpg,,,True,,,200,5.0,3.5,6.0
447,Cantaloupe Lettuce Smoothie,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,10.0,2.0,1.0,6.0,,,,,,,large romaine lettuce leaves,"cups cantaloupe slice, chopped","cup strawberries, frozen",ice cubes,,,,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Cantaloupe_Lettuce_Smoothie-Cantaloupe_Lettuce_Smoothie.jpg,,,True,,,209,1.0,15.0,12.0
448,Alkaline Breakfast Breaker,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,cup of coconut milk,cup of filtered water,tablespoon coconut oil,handful of almonds,handful cashews,handful flaxseeds,"avocado, diced","cucumber, sliced","handful kale, chopped",,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Alkaline_Breakfast_Breaker-Alkaline_Breakfast_Breaker.jpg,,,True,,,414,33.0,15.0,8.0
449,Mixed Berry Smoothie,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,2.0,1.0,1.0,0.5,1.0,2.0,,,,,cups of filtered water,teaspoon organic stevia powder,handful wild arugula,"cup organic Greek yogurt, non-fat","banana, in frozen chunks",cups mixed berries,,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Mixed_Berry_Smoothie-Mixed_Berry_Smoothie_1.jpg,,,True,,,222,2.0,11.0,8.0
454,Natural Nectarine,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,,1.0,1.0,0.25,2.0,1.0,1.0,1.0,,cup ice,Pinch of turmeric,teaspoon vanilla extract,tablespoon coconut flour,cup brazil nuts,cups baby spinach,"nectarine, pit removed",cup seedless red grapes,cup of coconut water,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Natural_Nectarine-Natural_Nectarine.jpg,,,True,,,475,22.0,10.0,11.0
464,Chocolaty Pleasure Delight,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,,,cup unsweetened coconut milk,cup ice,tablespoon pure maple syrup,tablespoon green superfood,tablespoon unsweetened cocoa powder,"frozen bananas, sliced",cups baby spinach,cup unsweetened coconut milk,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Chocolaty_Pleasure_Delight-Chocolaty_Pleasure_Delight.jpg,,,True,,,306,8.0,13.0,10.0
468,Green Skinny Energizer,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,0.5,1.0,3.0,1.0,,,,,,,"ipe mango, pitted and sliced","cup kale, chopped",cups baby spinach,cup of coconut water,,,,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Green_Skinny_Energizer-Green_Skinny_Energizer.jpg,,,True,,,300,13.0,16.0,10.0
472,Evergreen Morning Dew,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,0.5,1.0,1.0,1.0,1.0,,0.5,0.5,,,cup ice,"cup kale, chopped","large red bell pepper, diced","large kiwi, peeled","large kiwi, peeled",Pinch of cayenne,"lemon, juice",cup of water,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Evergreen_Morning_Dew-Evergreen_Morning_Dew.jpg,,,True,,,157,1.0,15.0,12.0
473,Awesome Baby-Face Maker,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,0.5,0.5,1.0,3.0,0.5,0.25,1.0,1.0,0.5,cup frozen blueberries,"cup red bell pepper, chopped","cup seeded cucumber, diced","cup collard greens, chopped","stalks celery, chopped","teaspoon fresh ginger, peeled and minced","cup fresh flat-leaf parsley, chopped",scoop collagen protein powder,tablespoon freshly squeezed lemon juice and lime juice,cup of water,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Awesome_Baby-Face_Maker-Awesome_Baby-Face_Maker.jpg,,,True,,,145,1.0,14.0,10.0
474,Exotic Reishi Pear,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,0.5,1.0,1.0,0.25,1.0,1.0,,,,,cup ice,"cup collard greens, chopped","pear, roughly chopped",cup raw cashews,teaspoon reishi mushroom powder,cup unsweetened cashew milk,,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Exotic_Reishi_Pear-Exotic_Reishi_Pear.jpg,,,True,,,298,19.0,17.0,8.0
476,Tangy Citrus Glass,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,0.5,1.5,0.5,0.5,0.5,1.0,5.0,1.0,,,cup ice,"cups swiss chard, chopped","cucumber, diced","grapefruit, peeled and segmented","small apple, cored and chopped",scoop collagen protein powder,"mint leaves, chopped",cup of water,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Tangy_Citrus_Glass-Tangy_Citrus_Glass.jpg,,,True,,,122,1.0,16.0,10.0
479,Kiwi Cucumber Delight,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,,cup unsweetened cashew milk,tablespoon lime juice,tablespoon chia seeds,"cup cucumber, diced","small green apple, cored","kiwi, peeled","cup baby kale, chopped","cup baby spinach, chopped",cup ice,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Kiwi_Cucumber_Delight-Kiwi_Cucumber_Delight.jpg,,,True,,,254,7.0,14.0,8.0
481,The Glamorous Radiance,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,0.5,1.0,0.5,2.0,0.3,1.0,1.0,1.0,,,cup ice,"cup baby spinach, chopped","cucumber, diced","kiwis, peeled","avocado, pit, and skin removed",scoop collagen protein powder,teaspoon freshly squeezed lime juice,cup of water,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/The_Glamorous_Radiance-The_Glamorous_Radiance.jpg,,,True,,,248,10.0,14.0,10.0
483,Cool Strawberry 365,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,0.5,0.75,1.0,1.0,1.0,1.0,,,,tablespoon chia seeds,cup of water,cup whole milk vanilla yogurt,cup frozen peaches,cup baby spinach,cup of frozen mixed berries,cup unsweetened vanilla almond milk,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Cool_Strawberry_365-Cool_Strawberry_365.jpg,,,True,,,167,6.0,18.0,8.0
484,Noteworthy Vitamin C,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,1.0,0.75,1.0,1.0,1.0,,,,,tablespoon chia seeds,clementine,cup plain low-fat Greek yogurt,cup of frozen strawberries,cup cantaloupe,cup unsweetened vanilla almond milk,,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Noteworthy_Vitamin_C-Noteworthy_Vitamin_C.png,,,True,,,209,2.0,17.0,12.0
489,Great Green Garden,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,,0.5,0.75,1.0,1.0,1.0,,,,teaspoon spirulina,Few fresh mint leaves,"cup cucumber, peeled",cup plain coconut yogurt,"cup pineapple, frozen","cup mango, frozen",cup unsweetened coconut milk,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Great_Green_Garden-Great_Green_Garden.jpg,,,True,,,200,6.0,16.0,10.0
